txtno,portid,portdate,opening,high,low,closing,bid,offer,volume,valuess
"5902817","BBCA","2025-05-14","9250.000","9300.000","9150.000","9275.000","9275.000","9300.000","149002900","1377839677500"
"5903512","BBCA","2025-05-15","9275.000","9400.000","9250.000","9275.000","9275.000","9300.000","101401300","945901080000"
"5904568","BBCA","2025-05-16","9300.000","9325.000","9225.000","9300.000","9275.000","9300.000","63007500","584370887500"
"5905658","BBCA","2025-05-19","9275.000","9500.000","9250.000","9500.000","9475.000","9500.000","111597200","1053468137500"
"5906263","BBCA","2025-05-20","9500.000","9675.000","9475.000","9475.000","9475.000","9525.000","160614800","1540971752500"
"5907639","BBCA","2025-05-21","9700.000","9725.000","9550.000","9700.000","9700.000","9725.000","169739200","1644501422500"
"5908083","BBCA","2025-05-22","9800.000","9800.000","9650.000","9650.000","9625.000","9650.000","103113000","1000084920000"
"5909424","BBCA","2025-05-23","9775.000","9775.000","9625.000","9675.000","9650.000","9675.000","61189700","592214945000"
"5910107","BBCA","2025-05-26","9600.000","9650.000","9500.000","9625.000","9600.000","9625.000","56625300","542110462500"
"5910810","BBCA","2025-05-27","9550.000","9600.000","9450.000","9450.000","9450.000","9475.000","93212000","883395245000"
"5911946","BBCA","2025-05-28","9450.000","9550.000","9400.000","9400.000","9400.000","9425.000","236950800","2233929067500"
"5912722","BBCA","2025-06-02","9025.000","9175.000","9025.000","9100.000","9100.000","9125.000","264428700","2400683485000"
"5913897","BBCA","2025-06-03","9050.000","9125.000","8950.000","9050.000","9050.000","9075.000","128318100","1161054370000"
"5914754","BBCA","2025-06-04","9100.000","9125.000","8950.000","8975.000","8975.000","9000.000","93357200","841519140000"
"5915789","BBCA","2025-06-05","9000.000","9050.000","8900.000","8925.000","8900.000","8925.000","95529000","856372952500"
"5917221","BBCA","2025-06-10","8975.000","9100.000","8950.000","9100.000","9075.000","9100.000","80406400","727513812500"
"5917639","BBCA","2025-06-11","9100.000","9125.000","9050.000","9050.000","9050.000","9075.000","56632600","513863730000"
"5919097","BBCA","2025-06-12","9000.000","9125.000","9000.000","9125.000","9100.000","9125.000","41337300","375326995000"
"5919578","BBCA","2025-06-13","9100.000","9125.000","8975.000","9025.000","9025.000","9050.000","83318000","753588837500"
"5920569","BBCA","2025-06-16","8925.000","9000.000","8900.000","8925.000","8925.000","8950.000","57825000","517726000000"
"5922058","BBCA","2025-06-17","8975.000","9100.000","8975.000","9075.000","9050.000","9075.000","54927900","497630695000"
"5922357","BBCA","2025-06-18","8950.000","9025.000","8900.000","8900.000","8900.000","8925.000","86270200","770105962500"
"5923641","BBCA","2025-06-19","8900.000","8925.000","8750.000","8775.000","8750.000","8775.000","78879500","695258310000"
"5924439","BBCA","2025-06-20","8700.000","8875.000","8625.000","8700.000","8675.000","8700.000","445915100","3882988487500"
"5925587","BBCA","2025-06-23","8575.000","8700.000","8500.000","8625.000","8625.000","8650.000","87324500","753129427500"
"5926704","BBCA","2025-06-24","8725.000","8850.000","8700.000","8775.000","8775.000","8800.000","110158900","966725180000"
"5927207","BBCA","2025-06-25","8725.000","8775.000","8475.000","8600.000","8600.000","8625.000","117561000","1010917365000"
"5928607","BBCA","2025-06-26","8525.000","8650.000","8525.000","8650.000","8625.000","8650.000","117281700","1006927427500"
"5929525","BBCA","2025-06-30","8575.000","8825.000","8550.000","8675.000","8675.000","8750.000","185441800","1609631962500"
"5930601","BBCA","2025-07-01","8750.000","8775.000","8600.000","8700.000","8700.000","8725.000","82390600","716956697500"
"5931253","BBCA","2025-07-02","8575.000","8675.000","8575.000","8675.000","8650.000","8675.000","68545100","591186142500"
"5931997","BBCA","2025-07-03","8700.000","8750.000","8600.000","8600.000","8600.000","8625.000","50370800","435703005000"
"5933502","BBCA","2025-07-04","8650.000","8700.000","8550.000","8650.000","8625.000","8650.000","43593300","375695400000"
"5934059","BBCA","2025-07-07","8625.000","8650.000","8550.000","8625.000","8600.000","8625.000","49936900","429694137500"
"5934874","BBCA","2025-07-08","8550.000","8600.000","8425.000","8500.000","8500.000","8525.000","215611000","1831306332500"
"5936148","BBCA","2025-07-09","8500.000","8550.000","8450.000","8500.000","8500.000","8525.000","94459300","802778622500"
"5937344","BBCA","2025-07-10","8525.000","8650.000","8500.000","8600.000","8600.000","8625.000","111769400","960270647500"
"5938227","BBCA","2025-07-11","8575.000","8675.000","8575.000","8625.000","8600.000","8625.000","135986500","1172416557500"
"5938879","BBCA","2025-07-14","8650.000","8675.000","8450.000","8525.000","8500.000","8525.000","125196000","1066237587500"
"5940226","BBCA","2025-07-15","8600.000","8600.000","8475.000","8550.000","8550.000","8575.000","77219300","658851465000"
"5940766","BBCA","2025-07-16","8550.000","8600.000","8500.000","8525.000","8525.000","8550.000","97475300","833084060000"
"5941965","BBCA","2025-07-17","8500.000","8550.000","8500.000","8525.000","8500.000","8525.000","86016400","733679475000"
"5942653","BBCA","2025-07-18","8550.000","8575.000","8425.000","8425.000","8425.000","8450.000","80432200","682746780000"
"5944033","BBCA","2025-07-21","8450.000","8500.000","8375.000","8450.000","8425.000","8450.000","95383500","804365545000"
"5944719","BBCA","2025-07-22","8450.000","8475.000","8400.000","8400.000","8400.000","8425.000","77981700","657923995000"
"5945903","BBCA","2025-07-23","8450.000","8500.000","8400.000","8425.000","8400.000","8425.000","70969500","598631430000"
"5946994","BBCA","2025-07-24","8475.000","8550.000","8450.000","8500.000","8500.000","8525.000","138256800","1176315957500"
"5947565","BBCA","2025-07-25","8500.000","8525.000","8450.000","8450.000","8450.000","8475.000","58682800","497212232500"
"5948823","BBCA","2025-07-28","8625.000","8625.000","8475.000","8500.000","8500.000","8525.000","99484300","849801140000"
"5949328","BBCA","2025-07-29","8500.000","8500.000","8375.000","8400.000","8400.000","8425.000","104240300","878065727500"
"5950440","BBCA","2025-07-30","8475.000","8475.000","8325.000","8375.000","8350.000","8375.000","98098100","822018385000"
"5951363","BBCA","2025-07-31","8350.000","8375.000","8250.000","8275.000","8275.000","8300.000","206006300","1709127417500"
"5952599","BBCA","2025-08-01","8400.000","8425.000","8300.000","8300.000","8300.000","8325.000","86196100","719812737500"
"5953305","BBCA","2025-08-04","8325.000","8350.000","8275.000","8275.000","8275.000","8300.000","49054500","407109402500"
"5954724","BBCA","2025-08-05","8350.000","8450.000","8325.000","8425.000","8400.000","8425.000","69475900","584097750000"
"5955021","BBCA","2025-08-06","8425.000","8425.000","8300.000","8300.000","8300.000","8325.000","56325400","469985945000"
"5956456","BBCA","2025-08-07","8325.000","8350.000","8300.000","8300.000","8300.000","8325.000","43621300","362669845000"
"5957383","BBCA","2025-08-08","8325.000","8400.000","8300.000","8300.000","8300.000","8325.000","68378700","570523215000"
"5958586","BBCA","2025-08-11","8500.000","8550.000","8425.000","8550.000","8550.000","8575.000","128561300","1093905172500"
"5959543","BBCA","2025-08-12","8625.000","8875.000","8575.000","8850.000","8825.000","8850.000","171015700","1500014172500"
"5960354","BBCA","2025-08-13","8975.000","8975.000","8725.000","8925.000","8900.000","8925.000","129083900","1144715435000"
"5960755","BBCA","2025-08-14","8925.000","8950.000","8750.000","8775.000","8775.000","8800.000","122930900","1084650982500"
"5961953","BBCA","2025-08-15","8825.000","8850.000","8700.000","8700.000","8700.000","8725.000","68754200","601266935000"
"5962608","BBCA","2025-08-19","8600.000","8600.000","8450.000","8500.000","8500.000","8525.000","128591700","1096129112500"
"5964014","BBCA","2025-08-20","8375.000","8600.000","8350.000","8525.000","8525.000","8550.000","202260200","1709661225000"
"5965032","BBCA","2025-08-21","8550.000","8575.000","8500.000","8550.000","8525.000","8550.000","69470200","593078020000"
"5965599","BBCA","2025-08-22","8575.000","8575.000","8450.000","8450.000","8450.000","8475.000","66394100","563805417500"
"5966869","BBCA","2025-08-25","8525.000","8550.000","8475.000","8475.000","8475.000","8500.000","64052700","544363852500"
"5967466","BBCA","2025-08-26","8450.000","8475.000","8250.000","8250.000","8250.000","8275.000","326794200","2711867762500"
"5968917","BBCA","2025-08-27","8250.000","8350.000","8200.000","8300.000","8275.000","8300.000","111915700","926768237500"
"5969806","BBCA","2025-08-28","8350.000","8375.000","8275.000","8325.000","8325.000","8350.000","81281400","677892532500"
"5970482","BBCA","2025-08-29","8250.000","8275.000","8075.000","8075.000","8075.000","8100.000","236499300","1928967975000"
"5971630","BBCA","2025-09-01","7650.000","8050.000","7600.000","8000.000","7975.000","8000.000","421127500","3310760107500"
"5972384","BBCA","2025-09-02","8000.000","8175.000","8000.000","8000.000","8000.000","8025.000","155531500","1250064540000"
"5973354","BBCA","2025-09-03","7900.000","8000.000","7900.000","7975.000","7950.000","7975.000","212372700","1687397437500"
"5974720","BBCA","2025-09-04","7975.000","8000.000","7925.000","8000.000","7975.000","8000.000","103534800","825388010000"
"5975106","BBCA","2025-09-08","8025.000","8025.000","7700.000","7700.000","7700.000","7725.000","321191900","2518959170000"
"5976191","BBCA","2025-09-09","7625.000","7725.000","7475.000","7525.000","7500.000","7525.000","595368700","4505337265000"
"5977728","BBCA","2025-09-10","7550.000","7800.000","7550.000","7800.000","0.000","0.000","247204000","1908863187500"
"5978436","BBCA","2025-09-11","7900.000","7975.000","7850.000","7850.000","7825.000","7850.000","235173400","1852907875000"
"5979449","BBCA","2025-09-12","7975.000","7975.000","7850.000","7925.000","7925.000","7950.000","156084700","1236190140000"
"5980372","BBCA","2025-09-15","8000.000","8100.000","7975.000","8025.000","8025.000","8050.000","142567700","1145664100000"
"5980930","BBCA","2025-09-16","8050.000","8075.000","7900.000","7925.000","7925.000","7950.000","129312900","1028838025000"
"5981942","BBCA","2025-09-17","7850.000","7900.000","7800.000","7850.000","7825.000","7850.000","183725900","1440826265000"
"5982835","BBCA","2025-09-18","7850.000","7900.000","7650.000","7700.000","7700.000","7725.000","275378700","2127408087500"
"5984343","BBCA","2025-09-19","7650.000","7825.000","7650.000","7800.000","7800.000","7825.000","149025300","1158523947500"
"5984770","BBCA","2025-09-22","7800.000","7825.000","7725.000","7725.000","7700.000","7725.000","92588800","718625625000"
"5986248","BBCA","2025-09-23","7750.000","7900.000","7750.000","7875.000","7850.000","7875.000","102606200","805510877500"
"5986789","BBCA","2025-09-24","7950.000","7950.000","7725.000","7775.000","7750.000","7775.000","150428400","1171494352500"
"5987783","BBCA","2025-09-25","7725.000","7775.000","7700.000","7700.000","7675.000","7700.000","147986600","1142429140000"
"5988620","BBCA","2025-09-26","7575.000","7700.000","7575.000","7625.000","7625.000","7650.000","121657700","929140612500"
"5990099","BBCA","2025-09-29","7750.000","7800.000","7700.000","7775.000","7775.000","7800.000","116454700","903418567500"
"5990494","BBCA","2025-09-30","7700.000","7775.000","7625.000","7625.000","7625.000","7650.000","170666700","1306166022500"
"5991472","BBCA","2025-10-01","7600.000","7675.000","7500.000","7500.000","7500.000","7525.000","202433400","1527689020000"
"5992789","BBCA","2025-10-02","7500.000","7600.000","7500.000","7500.000","7500.000","7525.000","126952400","958347597500"
"5993868","BBCA","2025-10-03","7525.000","7550.000","7500.000","7525.000","7500.000","7525.000","76787500","577404602500"
"5826287","BBRI","2025-01-02","4100.000","4220.000","4090.000","4210.000","4200.000","4210.000","181361700","754617890000"
"5826604","BBRI","2025-01-03","4220.000","4240.000","4150.000","4150.000","4150.000","4160.000","134632300","564592520000"
"5827648","BBRI","2025-01-06","4180.000","4180.000","4100.000","4100.000","4100.000","4110.000","153048700","629884289000"
"5828488","BBRI","2025-01-07","4080.000","4090.000","4030.000","4030.000","4030.000","4040.000","171997400","696938514000"
"5830027","BBRI","2025-01-08","4030.000","4100.000","4030.000","4080.000","4070.000","4080.000","133655700","543123219000"
"5830436","BBRI","2025-01-09","4070.000","4100.000","4030.000","4030.000","4030.000","4040.000","99300400","402709435000"
"5831404","BBRI","2025-01-10","4030.000","4060.000","4010.000","4010.000","4010.000","4020.000","132774300","535210554000"
"5832204","BBRI","2025-01-13","3990.000","3990.000","3850.000","3850.000","3850.000","3860.000","413408100","1616563861000"
"5833273","BBRI","2025-01-14","3820.000","3920.000","3800.000","3800.000","3800.000","3810.000","293621700","1127538152000"
"5834941","BBRI","2025-01-15","3840.000","4090.000","3840.000","4090.000","4080.000","4090.000","407813500","1620895921000"
"5835783","BBRI","2025-01-16","4210.000","4240.000","4130.000","4160.000","4160.000","4170.000","349387500","1463928896000"
"5836107","BBRI","2025-01-17","4150.000","4190.000","4080.000","4090.000","4090.000","4100.000","268758600","1107529813000"
"5837754","BBRI","2025-01-20","4130.000","4220.000","4130.000","4220.000","4210.000","4220.000","167348600","699037899000"
"5838619","BBRI","2025-01-21","4270.000","4380.000","4250.000","4260.000","4260.000","4270.000","345223800","1486689125000"
"5839141","BBRI","2025-01-22","4310.000","4320.000","4230.000","4260.000","4260.000","4270.000","193218900","825859336000"
"5840538","BBRI","2025-01-23","4260.000","4340.000","4260.000","4300.000","4300.000","4310.000","216018100","930402366000"
"5840836","BBRI","2025-01-24","4350.000","4350.000","4190.000","4190.000","4190.000","4200.000","276421900","1175373360000"
"5841910","BBRI","2025-01-30","4130.000","4170.000","4090.000","4120.000","4120.000","4130.000","220222400","907344381000"
"5843441","BBRI","2025-01-31","4170.000","4280.000","4150.000","4220.000","4220.000","4230.000","192622700","813382570000"
"5844393","BBRI","2025-02-03","4200.000","4270.000","4150.000","4250.000","4240.000","4250.000","220285800","925365874000"
"5845160","BBRI","2025-02-04","4260.000","4300.000","4200.000","4260.000","4250.000","4260.000","231917500","985621789000"
"5845585","BBRI","2025-02-05","4250.000","4250.000","4140.000","4140.000","4140.000","4150.000","209834400","874668094000"
"5846547","BBRI","2025-02-06","4120.000","4160.000","3940.000","3970.000","3960.000","3970.000","378545500","1524657784000"
"5848258","BBRI","2025-02-07","3970.000","4030.000","3940.000","4030.000","4020.000","4030.000","259636200","1037731489000"
"5848657","BBRI","2025-02-10","4000.000","4050.000","3950.000","3970.000","3970.000","3980.000","201999400","804576964000"
"5850159","BBRI","2025-02-11","3970.000","4040.000","3900.000","4010.000","4000.000","4010.000","276382800","1100512534000"
"5850874","BBRI","2025-02-12","3960.000","4060.000","3950.000","4030.000","4030.000","4040.000","362571900","1455976798000"
"5851430","BBRI","2025-02-13","4000.000","4030.000","3960.000","3990.000","3980.000","3990.000","341640600","1361479582000"
"5852261","BBRI","2025-02-14","4000.000","4010.000","3850.000","3860.000","3860.000","3870.000","524909600","2053210652000"
"5853991","BBRI","2025-02-17","3870.000","4030.000","3870.000","4030.000","4020.000","4030.000","265737100","1056339039000"
"5854933","BBRI","2025-02-18","4030.000","4180.000","4030.000","4150.000","4140.000","4150.000","374350700","1541722079000"
"5855144","BBRI","2025-02-19","4160.000","4180.000","4010.000","4020.000","4020.000","4030.000","348358600","1422709277000"
"5856127","BBRI","2025-02-20","3970.000","4020.000","3910.000","3910.000","3910.000","3920.000","312753300","1231538264000"
"5857268","BBRI","2025-02-21","3910.000","3930.000","3870.000","3890.000","3890.000","3900.000","205268800","801132408000"
"5858662","BBRI","2025-02-24","3900.000","3940.000","3870.000","3920.000","3910.000","3920.000","138610800","541268666000"
"5859090","BBRI","2025-02-25","3880.000","3920.000","3800.000","3800.000","3800.000","3810.000","404555100","1548485939000"
"5860559","BBRI","2025-02-26","3800.000","3860.000","3760.000","3820.000","3810.000","3820.000","242834100","923414252000"
